Институт образовательных технологий и гуманитарных наук;+7 (495) 369-08-01;;Малая Почтовая, 2/2 ст8;;55.770 37.686;education
МЭИ-Фесто, российско-германский институт промышленной автоматики и бизнеса;+7 (495) 362-72-95;;Красноказарменная улица, 13 к С;mpei-festo.ru;55.757 37.703;education
Российский новый университет;+7 (495) 544-41-75, +7 (495) 925-03-71, +7 (495) 925-03-84, +7 (495) 727-35-35, +7 (495) 925-03-79, +7 (495) 745-31-11, +7 (499) 321-24-68, +7 (495) 544-41-52;+7 (929) 660-53-05, +7 (926) 954-84-84;3-я Хорошёвская улица, 2 ст1;rosnou.ru , налоговый-институт.рф;55.778 37.503;education
Институт психотерапии и клинической психологии;+7 (495) 987-44-50, +7 (495) 212-18-90;+7 (985) 191-30-00, +7 (929) 651-41-98;1-я Миусская улица, 22/24 ст2;psyinst.moscow;55.781 37.594;education
Гуманитарный институт;+7 (495) 682-21-73, +7 (495) 971-59-31, +7 (495) 970-40-79;;1-я Мытищинская улица, 23 к1;гуманитарный-институт.рф , huminst.ru , gum-inst.ru;55.801 37.647;education
Институт гуманитарного образования и информационных технологий;+7 (495) 965-00-50;;Верхняя Первомайская ул., 53, Москва;igumo.ru;55.799 37.800;education
Останкинский институт телевидения и радиовещания;+7 (495) 669-57-49, +7 (495) 669-57-39;+7 (985) 727-79-29;улица Академика Королёва, 19;ostankino-institut.ru;55.821 37.605;education
Геммологический институт;;+7 (985) 959-75-95, +7 (985) 909-32-12;Варшавское шоссе, 39;gemology-edu.ru;55.685 37.624;education
Автономная некоммерческая организация дополнительного профессионального образования Гуманитарно-технический институт;+7 (495) 225-99-91;;Варшавское ш., 42, Москва;dpogti.ru;55.677 37.625;education
Институт управления и права;+7 (495) 374-86-54, +7 (495) 352-06-46, +7 (495) 358-92-19;;Ставропольская улица, 70 ст2;iup.com.ru;55.682 37.773;education
Научно-образовательный центр воздушно-космической обороны им. академика В.П. Ефремова;+7 (495) 276-46-19, +7 (495) 276-46-18;;улица Верейская, 41 ст2;nocvko.ru;55.713 37.432;education
Институт международных экономических связей;+7 (495) 348-96-42, +7 (499) 433-08-82, +7 (499) 348-96-42;;Мосфильмовская ул., 35, Москва;imes.su;55.712 37.511;education
Высшая школа экономики, Департамент стратегического и международного менеджмента;+7 (495) 772-95-67, +7 (495) 771-32-42, +7 (495) 531-00-31, +7 (495) 916-88-67, +7 (495) 531-00-59;+7 (916) 311-85-21;Шаболовка, 28/11 ст2;hse.ru;55.720 37.609;education
Университет мировых цивилизаций им. В.В. Жириновского;+7 (495) 632-17-70;;Ленинский проспект, 1;imc-i.ru;55.727 37.610;education
Институт психологии и специального образования;;+7 (925) 431-54-41;Большая Серпуховская улица, 44;ipiso.ru;55.723 37.627;education
Московский институт современного академического образования;+7 (495) 540-57-53;+7 (963) 996-37-84;улица Саратовская, 31;misaoinst.ru;55.719 37.746;education
Московский художественно-промышленный институт, Учебный отдел;+7 (495) 921-03-27, +7 (495) 514-21-35;+7 (901) 592-64-56;Берсеневский переулок, 2 ст1;mhpi.edu.ru;55.741 37.610;education
Геологический институт;+7 (495) 959-30-17;;Пыжёвский пер., 7, стр. 1, Москва;igem.ru;55.739 37.622;education
Государственный музыкально-педагогический институт им. М.М. Ипполитова-Иванова;+7 (495) 911-96-05, +7 (495) 911-92-98, +7 (495) 911-92-97;;Марксистская ул., 36, Москва;ippolitovka.ru;55.735 37.666;education
Библейско-богословский институт святого апостола Андрея;+7 (495) 670-22-00, +7 (495) 670-76-44;;Иерусалимская ул., 3, Москва;standrews.ru;55.733 37.678;education
Школа-студия МХАТ;+7 (495) 629-09-64, +7 (495) 629-32-13, +7 (495) 629-39-36, +7 (495) 629-39-46, +7 (495) 629-44-56, +7 (495) 629-53-15, +7 (495) 629-77-12, +7 (495) 629-86-56, +7 (495) 629-88-60, +7 (495) 629-88-79;+7 (903) 522-24-89, +7 (916) 363-36-95, +7 (919) 967-89-14, +7 (926) 671-34-42;Тверская улица, 6 ст7;mhatschool.ru;55.760 37.613;education
Институт театрального искусства имени П. М. Ершова;;+7 (916) 994-49-93, +7 (917) 575-98-78;Новогиреевская ул., 14А, Москва;artershov.ru;55.761 37.790;education
Институт кино и телевидения, Факультет кинотелеоператорского мастерства;+7 (495) 940-00-09, +7 (495) 721-38-55, +7 (495) 787-65-11;;Хорошёвское шоссе, 32а;gitr.ru;55.776 37.541;education
Среда обучения, институт дистанционного обучения;+7 (499) 426-07-27, +7 (495) 540-46-63;+7 (916) 075-60-36, +7 (985) 581-10-14;улица Бутырский Вал, 68/70 ст1;sredaobuchenia.ru , clck.ru;55.789 37.589;education
B&D, институт бизнеса и дизайна;+7 (495) 790-01-81, +7 (495) 790-01-31, +7 (495) 790-01-37, +7 (495) 790-01-57, +7 (495) 743-14-91, +7 (495) 125-33-18, +7 (495) 680-17-69, +7 (495) 684-25-26, +7 (495) 684-25-30, +7 (495) 969-01-91;+7 (903) 686-10-50, +7 (903) 743-14-91;Протопоповский пер., 9, стр. 1, Москва;obe.ru;55.780 37.638;education
Корпоративный университет московского образования;+7 (499) 976-59-89;;Авиационный пер., 6, Москва;corp-univer.ru;55.800 37.540;education
Образовательное частное учреждение высшего образования Международный юридический институт;+7 (304) 335-53-27, +7 (495) 220-11-83, +7 (495) 610-20-00, +7 (495) 619-82-67, +7 (495) 619-27-39;+7 (985) 100-89-58, +7 (958) 100-89-58, +7 (926) 747-61-08;ул. Кашёнкин Луг, 4, Москва;lawacademy.ru , lawinst.ru;55.825 37.599;education
Российский государственный университет туризма и сервиса, Всероссийский центр туристского образования;+7 (499) 493-55-64, +7 (495) 940-83-58, +7 (495) 940-83-00, +7 (495) 547-13-16, +7 (495) 682-09-90, +7 (495) 682-17-94, +7 (4967) 69-90-10, +7 (495) 122-22-68, +7 (495) 547-11-88, +7 (495) 547-13-07;+7 (916) 205-15-10, +7 (915) 359-88-75, +7 (915) 083-85-65, +7 (915) 308-06-95, +7 (915) 359-88-74, +7 (915) 359-88-76, +7 (916) 034-11-13, +7 (916) 902-42-98, +7 (925) 833-66-37, +7 (926) 897-75-03;Нелидовская ул., 8, Москва;minobrnauki.gov.ru , rguts.ru , itig.ru;55.846 37.444;education
Институт финансов и устойчивого развития;+7 (495) 502-96-35, +7 (499) 201-51-55, +7 (499) 201-40-00, +7 (499) 956-99-99, +7 (499) 956-90-59, +7 (499) 201-51-22;+7 (995) 789-53-80, +7 (917) 514-34-03;Сигнальный проезд, 23а;ifur.ranepa.ru;55.850 37.587;education
Московский институт иностранных языков;+7 (499) 264-03-63, +7 (495) 532-07-02, +7 (499) 264-11-11, +7 (495) 960-87-04, +7 (495) 960-87-05, +7 (499) 264-10-51, +7 (812) 334-12-22, +7 (495) 663-16-12;+7 (903) 960-87-04, +7 (903) 960-87-05;Ладожская ул., 9, Москва;gaudeamus.ru , mosinyaz.com , cultus.ru;55.772 37.683;education
Школы;;;;;;education
Neshkola;+7 (495) 968-11-59;+7 (903) 968-11-59;ул. Стольника Потёмкина, 2, село Никольское;neshkola.net;55.368 37.226;education
Schoolville;;+7 (919) 411-00-07;1А, микрорайон Солнечный город-1, д. Лужки;schoolville.ru;55.425 37.123;education
ГБОУ школа № 2075 Дошкольное отделение № 5;+7 (495) 123-10-21, +7 (529) 856-11-01;;20, стр. 1, посёлок Щапово;sch2075.mskobr.ru;55.418 37.413;education
ГБОУ школа № 2083 ОП Ерино;+7 (495) 867-71-27, +7 (529) 757-11-01;;Высокая ул., 4, посёлок Ерино;sch2083.mskobr.ru;55.448 37.523;education
Детский сад Цветочный;;+7 (991) 881-04-32, +7 (939) 111-84-95;1-я Фиалковая ул., 32, коттеджный посёлок Цветочный;sadiktsvetochniy.ru;55.464 37.213;education
Ясношкола, частная школа;;+7 (925) 226-00-40, +7 (903) 159-35-41;Сиреневый бульвар, 1;ясношкола.рф;55.468 37.297;education
ЯсноШкола;;+7 (903) 159-35-42, +7 (915) 226-00-40, +7 (926) 103-39-37;Сиреневый бул., 2, Троицк;ясношкола.рф;55.469 37.297;education
Троицкая православная школа;+7 (499) 346-03-92;;1, стр. 6, д. Пучково;troitsk-school.ru;55.485 37.270;education
Гимназия города Троицка, отделение № 5;+7 (495) 851-28-66, +7 (495) 851-23-89, +7 (529) 857-80-00, +7 (495) 851-08-22, +7 (495) 851-04-64;;Октябрьский просп., 6, Троицк;gymtroitska.mskobr.ru;55.472 37.294;education
Гимназия, отделение № 6;+7 (495) 851-40-64;;53, микрорайон В, Троицк;gymtroitska.mskobr.ru , school6troitsk.ru;55.491 37.299;education
Gradum School, школа;;+7 (916) 408-90-78, +7 (977) 485-90-68;42Б, микрорайон В, Троицк;gradumschool.ru;55.487 37.306;education
Уникум, частная начальная школа-детский сад;;+7 (901) 593-70-02;хутор Ильичевка, вл1;unikum-nou.ru;55.509 37.270;education
Детская страна, частный детский сад;+7 (495) 975-93-82;+7 (965) 206-34-43;Светлая ул., 8, д. Горчаково;detskaystrana.ru;55.531 37.207;education
АНО Десеновская православная школа;;+7 (903) 594-19-51, +7 (916) 690-45-47;Россия, Москва, поселение Десеновское, Чароитовая улица, 4;desen-school.mskobr.ru;55.517 37.335;education
Фанни-Банни;;+7 (977) 819-27-04, +7 (977) 188-04-02;4А, посёлок подсобного хозяйства Воскресенское;project2280634.tilda.ws;55.526 37.442;education
Синяя Чайка, семейная частная школа;;+7 (903) 572-86-37, +7 (977) 000-36-29, +7 (915) 440-02-02, +7 (905) 737-23-23;Чечёрский пр., 66, Москва;синяя-чайка.рф;55.532 37.524;education
Школа Данко;+7 (495) 716-50-34;+7 (916) 730-32-66;Скобелевская ул., 25, корп. 6, Москва;kid.dankonoy.com , dankonoy.com;55.548 37.560;education
Средняя общеобразовательная школа №1355 с дошкольным отделением;+7 (495) 712-56-79, +7 (495) 712-55-33, +7 (495) 712-59-63, +7 (529) 359-40-00;;Джанкойская ул., 7, Москва;;55.541 37.578;education
Средняя общеобразовательная школа №1355 с дошкольным отделением;;+7 (916) 530-60-43;Большая Бутовская ул., 9, Москва;;55.543 37.582;education
NEшкола;+7 (495) 968-11-45;;Москва, поселение Филимонковское, квартал № 22, 1, стр. 1;neshkola.net;55.562 37.296;education
Tower Bridge School;+7 (495) 648-69-59;+7 (926) 707-30-31, +7 (904) 567-28-36;Каштановая ул., 1, корп. 2, д. Сосенки;tbschool.ru;55.568 37.446;education
Summerhill, частная школа;+7 (499) 688-74-85;+7 (916) 144-25-80, +7 (915) 127-71-11;170-й квартал, 20;school.summerhill.ru;55.555 37.522;education
Территория счастливого детства, частные школы;+7 (495) 374-80-18;+7 (926) 043-86-00;ул. Липовый Парк, 7, корп. 1, посёлок Коммунарка;chekhov-school.ru , semeinoe-obrazovanie.ru;55.568 37.491;education
Summerhill, частная школа;;+7 (904) 567-32-71;ул. Адмирала Лазарева, 40, корп. 3, Москва;school.summerhill.ru;55.545 37.522;education
LingvoUP;;+7 (925) 888-45-93, +7 (916) 883-31-23;ул. Знаменские Садки, 5Б, Москва;map.eng4.ru;55.572 37.571;education
Friendly school;+7 (495) 208-13-13;;Старобитцевская ул., 23, корп. 2, Москва;friendly-school.ru;55.579 37.574;education
Золотой ключик;;+7 (916) 836-27-07;Московская ул., 4, д. Картмазово;zkluchik.ru;55.612 37.395;education
Репетитор Начальных и средних классов;;+7 (916) 299-26-24;Голубинская ул., 17/9, Москва;klasssno.ru;55.600 37.521;education
ГБОУ Средняя общеобразовательная школа № 1103, корпус 7;+7 (495) 425-79-00, +7 (495) 426-12-22, +7 (495) 426-92-00, +7 (495) 425-88-44, +7 (495) 425-95-77, +7 (495) 426-33-22, +7 (495) 425-69-00, +7 (495) 426-66-11, +7 (495) 426-63-00, +7 (495) 426-61-92;;Литовский бул., 17, корп. 4, Москва;sch1103uz.mskobr.ru;55.606 37.553;education
ГБОУ школа № 1103 им. А. Соломатина, корпус 8;+7 (495) 425-79-11;;Соловьиный пр., 16, корп. 2, Москва;sch1103uz.mskobr.ru;55.606 37.555;education
ГБУ школа № 657 ДЮЦ, структурное подразделение;;+7 (926) 386-63-46, +7 (910) 483-12-86;Дорожная ул., 18А, Москва;sch657u.mskobr.ru , duc.dop.mskobr.ru;55.605 37.621;education
ИП Христенко Л. Г.;+7 (495) 392-13-79;+7 (985) 975-59-58, +7 (916) 236-18-57, +7 (903) 100-48-12;Шипиловский пр., 61, корп. 1, Москва;quiltlada.getcourse.ru;55.603 37.708;education
Академическая гимназия, начальная школа;+7 (495) 609-50-06, +7 (499) 444-66-14;+7 (915) 341-86-45;Каширское ш., 65, корп. 1, Москва;academ-school.ru;55.601 37.726;education
ЧитайСчитай;;+7 (903) 124-79-72;Москва, поселение Внуковское, улица Лётчика Грицевца, 3, стр. 2;chitayschitay.ru;55.625 37.302;education
Русская классическая школа им. князя Александра Невского, г. Москва;;+7 (912) 598-16-01, +7 (903) 737-66-86;Россия, Москва, поселение Внуковское, улица Лётчика Грицевца, 3, стр. 2;classicalschool.ru;55.625 37.303;education
CoolСlass;;+7 (929) 692-92-08;Россия, Москва, поселение Внуковское, улица Авиаконструктора Петлякова, 13;coolclass.ru;55.621 37.304;education
Монтессори NaVi;+7 (495) 223-03-11;+7 (928) 280-23-55, +7 (928) 280-25-27, +7 (909) 910-31-31;163, д. Картмазово;montessori-centr.ru , navischool.ru;55.613 37.402;education
ГБОУ школа № 1507 отделение 142-5;+7 (529) 358-60-00, +7 (495) 420-70-32, +7 (495) 338-32-00;;Профсоюзная ул., 142, корп. 5, Москва;gym1507uz.mskobr.ru;55.627 37.504;education
ГБОУ Средняя общеобразовательная школа № 1507;+7 (495) 420-70-44;;Профсоюзная ул., 132, корп. 9, Москва;gym1507uz.mskobr.ru;55.631 37.507;education
Средняя общеобразовательная школа №556 с дошкольным отделением;+7 (495) 313-74-10;+7 (910) 425-20-38;Днепропетровская ул., 25А, Москва;sch556u.mskobr.ru;55.621 37.585;education
Велосипедная парковка № 34031 центр образования № 556;+7 (495) 313-16-36, +7 (495) 313-16-27, +7 (495) 313-15-45;;Днепропетровская ул., 33А, Москва;sch556u.mskobr.ru;55.617 37.585;education
Средняя общеобразовательная школа №1582;+7 (495) 311-82-72, +7 (529) 659-50-00;;Кировоградская улица, 18 к4;gym1582u.mskobr.ru;55.618 37.602;education
Средняя общеобразовательная школа №1582;+7 (499) 299-11-73, +7 (495) 311-83-27, +7 (495) 314-32-83;;Чертановская ул., 21, корп. 4, Москва;sch1173.mskobr.ru , gym1582u.mskobr.ru;55.620 37.597;education
ГБОУ школа № 904 УК, 14;+7 (529) 659-00-00;;ул. Бехтерева, 51, Москва;sch904u.mskobr.ru;55.616 37.647;education
Школа талантливых детей;;+7 (925) 203-70-13;Луганская ул., 4, корп. 1, Москва;shkolatalantov.ru;55.625 37.665;education
Средняя общеобразовательная школа №996;+7 (495) 390-07-09, +7 (529) 657-70-00;+7 (915) 201-63-96;Борисовский пр., 13, Москва;sch996.mskobr.ru;55.627 37.723;education
ГБОУ Школа № 534 корпус № 2;+7 (495) 395-32-13, +7 (529) 656-50-00, +7 (495) 395-42-66;;Ореховый пр., 17, корп. 2, Москва;sch534.mskobr.ru;55.624 37.734;education
ГБОУ Школа № 534 корпус № 3;+7 (495) 395-26-88;;ул. Мусы Джалиля, 7, корп. 5, Москва;sch534.mskobr.ru;55.629 37.746;education
Школа-интернат № 44;+7 (526) 857-70-00, +7 (499) 737-99-57;;ул. Федосьино, 20, Москва;krots.mskobr.ru;55.643 37.333;education
ГБПОУ Мик;+7 (499) 673-01-41, +7 (499) 608-88-41;;ул. Федосьино, 16, корп. 3, Москва;mic.mskobr.ru;55.640 37.337;education
Школа №1542 с дошкольным отделением, Школьное отделение №3;+7 (499) 792-43-30, +7 (526) 858-80-00, +7 (499) 792-43-26, +7 (499) 792-43-46;;Производственная ул., 3, корп. 2, Москва;co1364z.mskobr.ru , gym1542.mskobr.ru;55.649 37.383;education
ГБОУ школа № 1002 Школьное отделение № 3;+7 (495) 439-26-56, +7 (495) 435-12-65, +7 (495) 435-19-23, +7 (495) 435-16-71;;Солнцевский просп., 7А, Москва;sch1002.mskobr.ru;55.649 37.399;education
Школа №1542 с дошкольным отделением, Школьный корпус №1;+7 (499) 727-74-50;;ул. Авиаторов, 28, Москва;gym1542.mskobr.ru;55.642 37.408;education
ЧОУ СОШ Наши Пенаты, заочное отделение;+7 (495) 150-51-92;+7 (925) 026-73-42;ул. Бутлерова, 17, Москва;ibls.one , distnashipenati.ru;55.649 37.541;education
ГБОУ школа № 1158, дошкольное отделение;+7 (529) 659-30-00, +7 (495) 318-80-90, +7 (495) 319-67-66;;к813, Южный административный округ, район Чертаново Северное, микрорайон Северное Чертаново, Москва;sch1158.mskobr.ru;55.635 37.591;education
ГБОУ школа № 1862;+7 (529) 657-50-00;;Артековская ул., 3, Москва;sch1862u.mskobr.ru;55.651 37.614;education
ГБОУ школа № 1862;+7 (499) 619-58-74, +7 (495) 619-58-54, +7 (499) 619-58-54;;Черноморский бул., 6, Москва;sch1862u.mskobr.ru;55.646 37.614;education
Государственное бюджетное общеобразовательное учреждение школа Марьино имени маршала авиации А. Е. Голованова, учебный корпус Солнечный;+7 (529) 057-20-00, +7 (499) 357-72-11;;Подольская ул., 19, Москва;maryno.mskobr.ru;55.652 37.712;education
ГБОУ школа Марьино, учебный корпус Центральный;;+7 (905) 552-49-92;Батайский пр., 21, Москва;maryno.mskobr.ru;55.644 37.719;education
Открытие, средняя общеобразовательная школа №2087 с дошкольным отделением;+7 (499) 477-20-87;;ул. Перерва, 44, Москва;sch2087uv.mskobr.ru;55.652 37.736;education
ГБОУ Школа № 2087 Открытие, школьный корпус № 3;;+7 (903) 664-08-26;ул. Маршала Голованова, 9, Москва;sch2087uv.mskobr.ru;55.649 37.732;education
Школа Открытое сердце;;+7 (962) 967-72-97, +7 (902) 524-64-22;ул. Борисовские Пруды, 8, корп. 2, Москва;heart-open.narod.ru;55.634 37.738;education
Мусульманский садик Пчелки;;+7 (929) 243-08-09;Мячковский бул., 20, корп. 3, Москва;;55.648 37.759;education
Марника, семейная школа;;+7 (985) 185-22-32, +7 (925) 545-84-21;Братиславская ул., 34, корп. 2, Москва;marnika.ru;55.651 37.765;education
Частный образовательный центр Б2о6;;+7 (904) 567-44-52, +7 (968) 701-75-46, +7 (925) 828-86-30;ул. Богданова, 2, корп. 1, Москва;b2o6school.ru;55.656 37.404;education
ГБОУ Средняя общеобразовательная школа № 14;+7 (526) 859-20-00, +7 (495) 430-31-38, +7 (495) 430-31-07;;ул. Академика Анохина, 32, Москва;sch14.mskobr.ru;55.662 37.466;education
Немецкая школа при посольстве ФРГ в России;+7 (495) 433-41-11, +7 (495) 434-85-78, +7 (495) 434-31-41, +7 (495) 434-73-95;;просп. Вернадского, 103, корп. 5, Москва;deutscheschulemoskau.de;55.665 37.496;education
Deutsche Schule Moskau;+7 (495) 434-31-25;;просп. Вернадского, 103, корп. 5, Москва;deutscheschulemoskau.de;55.664 37.495;education
English International School Moscow South West;+7 (495) 984-59-92, +7 (495) 668-70-50;;ул. Лобачевского, 14, Москва;englishedmoscow.com;55.668 37.506;education
Wellbridge, частная школа;+7 (495) 540-53-47, +7 (495) 133-60-95;+7 (969) 280-42-99, +7 (926) 063-04-98, +7 (925) 241-64-88;ул. Лобачевского, 8, Москва;wellbridge.school;55.667 37.507;education
Средняя общеобразовательная школа №538 им. С.В. Гришина с дошкольным отделением;+7 (499) 121-60-92, +7 (499) 121-32-06, +7 (495) 369-05-38, +7 (499) 121-60-32;;ул. Каховка, 19, корп. 2, Москва;sch538uz.mskobr.ru;55.652 37.577;education
ГБОУ школа № 507, начальная школа;+7 (495) 964-35-82, +7 (499) 612-50-77, +7 (499) 612-63-70;;ул. Садовники, 12, Москва;lyc507u.mskobr.ru;55.669 37.654;education
Марьинская школа №1566 памяти Героев Сталинградской битвы с дошкольным отделением;+7 (495) 347-88-40, +7 (499) 784-88-72, +7 (499) 722-75-12, +7 (495) 345-61-31, +7 (495) 658-57-83, +7 (499) 722-72-10;+7 (963) 628-45-89;Мячковский бул., 10, корп. 2, Москва;sch1566.mskobr.ru;55.655 37.750;education
Средняя общеобразовательная школа № 2010;+7 (495) 658-47-47, +7 (529) 056-80-00;;ул. Марьинский Парк, 43, Москва;sch2010uv.mskobr.ru;55.672 37.793;education
Классический пансион МГУ имени М. В. Ломоносова отделение Мышление. Индивидуальность. Развитие;;+7 (925) 740-20-60, +7 (925) 740-20-50;Большая Очаковская ул., 25А, Москва;pansionmsu.ru;55.680 37.455;education
Школа № 1953 с углубленным изучением отдельных предметов, с дошкольным отделением;+7 (526) 858-10-00, +7 (495) 932-87-09;;ул. Лобачевского, 92, Москва;mos.ru , sch1953.mskobr.ru;55.681 37.484;education
Уроки гитары от Александра Рогачёва;;+7 (926) 960-07-50;ул. Раменки, 14, корп. 1, Москва;guetarist.ru;55.691 37.490;education
ГБОУ школа № 7 Подразделение школы, находящееся по адресу: ул. Крупской, дом. 3;+7 (529) 357-40-00, +7 (499) 138-32-09;;ул. Крупской, 3, Москва;sch7uz.mskobr.ru;55.681 37.529;education
ГБОУ школа № 7 Подразделение школы, находящееся по адресу: ул. Крупской, дом 11;+7 (499) 138-38-09;;ул. Крупской, 11, Москва;sch7uz.mskobr.ru;55.683 37.527;education
Средняя общеобразовательная школа №7 с дошкольным отделением;+7 (499) 138-38-28;;ул. Кравченко, 14, корп. 1, Москва;sch7uz.mskobr.ru;55.679 37.519;education
ГБОУ школа № 7;+7 (499) 138-38-08, +7 (499) 138-38-27;;ул. Марии Ульяновой, 17, корп. 3, Москва;sch7uz.mskobr.ru , 7thschool.ru;55.680 37.521;education
Средняя общеобразовательная школа № 7 с дошкольным отделением;+7 (499) 138-38-30;;ул. Крупской, 11, Москва;sch7uz.mskobr.ru;55.683 37.527;education
Москвич, средняя общеобразовательная школа;+7 (495) 920-39-91, +7 (499) 138-59-12, +7 (499) 138-18-80;+7 (985) 920-39-91, +7 (925) 102-96-48;Ленинский просп., 86Б, Москва;licey-moskvich.ru;55.678 37.527;education
ГБОУ Средняя общеобразовательная школа № 118;+7 (495) 930-22-24, +7 (495) 930-40-08, +7 (499) 131-02-20, +7 (495) 930-20-33;+7 (960) 717-11-18;ул. Строителей, 15, Москва;sch118uz.mskobr.ru;55.687 37.530;education
Итало Кальвино, итальянская школа с дошкольным отделением;+7 (499) 131-87-65, +7 (499) 131-87-00, +7 (499) 131-87-56;+7 (985) 189-31-54;Ленинский просп., 78А, корп. 1, Москва;schoolitalia.ru;55.683 37.534;education
Шведская школа при посольстве Швеции;+7 (495) 980-50-49;+7 (903) 156-25-56;Ленинский просп., 78А, корп. 1, Москва;ssim.nu;55.683 37.534;education
Воробьевы горы, Центр дополнительного образования;+7 (495) 536-00-00, +7 (499) 120-61-12, +7 (499) 120-72-96, +7 (499) 137-90-69, +7 (495) 536-00-00, +7 (495) 536-00-00, +7 (495) 536-00-00, +7 (495) 959-99-38;;ул. Архитектора Власова, 7, корп. 3, Москва;;55.679 37.556;education
Школа № 584;+7 (499) 128-39-83, +7 (499) 124-55-65;;Профсоюзная ул., 24, корп. 4, Москва;sch584.ucoz.ru;55.680 37.562;education
АНО СОШ Академическая гимназия;+7 (499) 123-13-37;;Нагорная ул., 38, корп. 3, Москва;doshkolenok.com;55.672 37.592;education
26 кадр, колледж архитектуры, дизайна и реинжиниринга №26;+7 (495) 369-40-26, +7 (499) 369-40-26, +7 (495) 679-47-21;;Севастопольский просп., 5А, Москва;priem.26kadr.ru , 26kadr.ru , 26kadr.mskobr.ru;55.691 37.612;education
Пестрый Слон Монтессори Нешкола;;+7 (926) 535-15-25;Краснодонская ул., 16А, Москва;pestriyslon-montessorishkola.clients.site;55.678 37.748;education
Эрудит-2, частная школа;+7 (495) 359-66-71;+7 (916) 606-89-32;Краснодонская ул., 33, Москва;erudit-2.com;55.676 37.750;education
ГБОУ школа № 1793 Школьный корпус № 8;+7 (495) 704-00-31, +7 (495) 705-50-11, +7 (495) 704-08-37;;Привольная ул., 37, Москва;lyc1793uv.mskobr.ru;55.692 37.852;education
Университетская Гимназия Московского Государственного Университета Имени М. В. Ломоносова;+7 (499) 783-17-70;+7 (915) 442-84-40;Ломоносовский просп., 27, корп. 7, Москва;school.msu.ru;55.695 37.525;education
Средняя общеобразовательная школа №2086 с дошкольным отделением, ГБОУ г. Москвы;+7 (495) 939-00-93, +7 (495) 930-62-30;;Молодёжная ул., 3А, Москва;sch2086uz.mskobr.ru;55.693 37.546;education
Школа № 1265, центр дополнительного образования планета Планета;+7 (499) 135-26-10, +7 (499) 135-32-51;+7 (906) 788-27-99, +7 (905) 585-90-35;ул. Фотиевой, 14, корп. 2, Москва;sch1265uz.mskobr.ru;55.700 37.558;education
Наука-сервис, частная общеобразовательная школа;+7 (495) 677-68-84, +7 (529) 059-40-00, +7 (495) 679-26-45;+7 (926) 899-75-88;ул. Трофимова, 22, корп. 2, Москва;nauka-servis.mskobr.ru;55.702 37.677;education
ГБОУ школа Покровский квартал;+7 (499) 179-65-39, +7 (495) 917-54-00, +7 (495) 917-99-44;;1-я ул. Текстильщиков, 16, Москва;pkvartal.mskobr.ru;55.701 37.742;education
